I-1A01,WBGene00000227
IV-1I01,WBGene00017576
IV-1I03,WBGene00017578
IV-1I04,WBGene00021932
IV-1I05,WBGene00017576
IV-1I06,WBGene00005905
IV-1I07,WBGene00022048
IV-1I08,WBGene00016638
IV-1I09,WBGene00022048
IV-1I10,WBGene00016639
IV-1I11,WBGene00004981
IV-1I13,WBGene00020295
IV-1I14,WBGene00022426
IV-1I15,WBGene00001338
IV-1I16,WBGene00016796
IV-1I17,WBGene00002187
IV-1I18,WBGene00016797
IV-1I19,WBGene00001332
IV-1I19,WBGene00020299
IV-1I21,WBGene00001332
IV-1I22,WBGene00001104
IV-1I23,WBGene00000913
IV-1I24,WBGene00022427
IV-1J01,WBGene00018679
IV-1J03,WBGene00018680
IV-1J04,WBGene00000424
IV-1J05,WBGene00018681
IV-1J06,WBGene00015658
IV-1J07,WBGene00001253
IV-1J08,WBGene00006769
IV-1J09,WBGene00006738
IV-1J09,WBGene00021655
IV-1J10,WBGene00019777
IV-1J11,WBGene00019873
IV-1J12,WBGene00019778
IV-1J13,WBGene00019874
IV-1J14,WBGene00015035
IV-1J15,WBGene00019875
IV-1J16,WBGene00015036
IV-1J17,WBGene00016023
IV-1J18,WBGene00015037
IV-1J20,WBGene00015038
IV-1J21,WBGene00016025
IV-1J22,WBGene00003889
IV-1J23,WBGene00000487
IV-1J24,WBGene00021374
IV-1K01,WBGene00001666
IV-1K03,WBGene00020296
IV-1K05,WBGene00020297
IV-1K06,WBGene00001103
IV-1K07,WBGene00020298
IV-1K09,WBGene00004493
IV-1K09,WBGene00044789
IV-1K10,WBGene00021120
IV-1K12,WBGene00021121
IV-1K14,WBGene00021122
IV-1K15,WBGene00022045
IV-1K16,WBGene00021123
IV-1K17,WBGene00022046
IV-1K18,WBGene00009521
IV-1K19,WBGene00022047
IV-1K20,WBGene00007476
IV-1K21,WBGene00002041
IV-1K23,WBGene00019772
IV-1K24,WBGene00009515
IV-1L01,WBGene00016027
IV-1L02,WBGene00021375
IV-1L03,WBGene00001729
IV-1L05,WBGene00016917
IV-1L05,WBGene00022134
IV-1L07,WBGene00016918
IV-1L08,WBGene00021377
IV-1L12,WBGene00021379
IV-1L14,WBGene00021380
IV-1L15,WBGene00020208
IV-1L16,WBGene00021381
IV-1L17,WBGene00019783
IV-1L18,WBGene00022608
IV-1L20,WBGene00022609
IV-1L21,WBGene00019785
IV-1L22,WBGene00002188
IV-1L23,WBGene00019786
IV-1L24,WBGene00022610
IV-1M01,WBGene00019773
IV-1M03,WBGene00019774
IV-1M05,WBGene00001625
IV-1M06,WBGene00009517
IV-1M07,WBGene00021010
IV-1M08,WBGene00009518
IV-1M10,WBGene00009519
IV-1M12,WBGene00009520
IV-1M13,WBGene00021011
IV-1M14,WBGene00009521
IV-1M15,WBGene00021012
IV-1M16,WBGene00009522
IV-1M17,WBGene00000213
IV-1M18,WBGene00009523
IV-1M19,WBGene00021013
IV-1M20,WBGene00009524
IV-1M22,WBGene00009525
IV-1M23,WBGene00017276
IV-1M24,WBGene00018776
IV-1N01,WBGene00019787
IV-1N02,WBGene00006756
IV-1N03,WBGene00002990
IV-1N04,WBGene00016987
IV-1N05,WBGene00016668
IV-1N06,WBGene00016986
IV-1N07,WBGene00016669
IV-1N08,WBGene00016987
IV-1N09,WBGene00016670
IV-1N11,WBGene00016671
IV-1N12,WBGene00019545
IV-1N13,WBGene00000402
IV-1N14,WBGene00019546
IV-1N15,WBGene00000402
IV-1N16,WBGene00019723
IV-1N17,WBGene00019766
IV-1N18,WBGene00019724
IV-1N20,WBGene00003884
IV-1N21,WBGene00020728
IV-1N22,WBGene00019725
IV-1N23,WBGene00020729
IV-1N24,WBGene00019726
IV-1O01,WBGene00001579
IV-1O02,WBGene00018777
IV-1O03,WBGene00001165
IV-1O04,WBGene00018778
IV-1O06,WBGene00000678
IV-1O07,WBGene00018925
IV-1O10,WBGene00019052
IV-1O11,WBGene00015993
IV-1O12,WBGene00004338
IV-1O13,WBGene00002140
IV-1O14,WBGene00019053
IV-1O16,WBGene00019054
IV-1O17,WBGene00015994
IV-1O18,WBGene00018777
IV-1O19,WBGene00015995
IV-1O19,WBGene00189987
IV-1O20,WBGene00022423
IV-1O21,WBGene00194818
IV-1O22,WBGene00022306
IV-1O23,WBGene00015997
IV-1O24,WBGene00022306
IV-1P01,WBGene00020831
IV-1P04,WBGene00006970
IV-1P05,WBGene00020833
IV-1P06,WBGene00017906
IV-1P07,WBGene00001548
IV-1P08,WBGene00017907
IV-1P09,WBGene00021083
IV-1P09,WBGene00021090
IV-1P10,WBGene00000009
IV-1P11,WBGene00021087
IV-1P12,WBGene00018141
IV-1P13,WBGene00021088
IV-1P14,WBGene00018142
IV-1P16,WBGene00018143
IV-1P18,WBGene00018144
IV-1P19,WBGene00021087
IV-1P20,WBGene00018145
IV-1P22,WBGene00018146
IV-1P23,WBGene00021085
IV-1P24,WBGene00018147
IV-2A02,WBGene00020971
IV-2A04,WBGene00020972
IV-2A06,WBGene00020973
IV-2A08,WBGene00005662
IV-2A09,WBGene00018973
IV-2A10,WBGene00020974
IV-2A11,WBGene00006488
IV-2A12,WBGene00020976
IV-2A13,WBGene00018546
IV-2A14,WBGene00020976
IV-2A15,WBGene00018547
IV-2A16,WBGene00020977
IV-2A17,WBGene00005433
IV-2A18,WBGene00020974
IV-2A19,WBGene00018548
IV-2A20,WBGene00018898
IV-2A21,WBGene00005430
IV-2A22,WBGene00018898
IV-2A23,WBGene00018549
IV-2A23,WBGene00044691
IV-2A24,WBGene00021285
IV-2B01,WBGene00020003
IV-2B02,WBGene00018118
IV-2B03,WBGene00020004
IV-2B04,WBGene00018119
IV-2B06,WBGene00018120
IV-2B07,WBGene00020006
IV-2B08,WBGene00018121
IV-2B09,WBGene00003694
IV-2B10,WBGene00003426
IV-2B12,WBGene00018122
IV-2B14,WBGene00018123
IV-2B15,WBGene00001058
IV-2B16,WBGene00018124
IV-2B17,WBGene00005841
IV-2B18,WBGene00018125
IV-2B19,WBGene00005842
IV-2B20,WBGene00018126
IV-2B21,WBGene00019162
IV-2B22,WBGene00018127
IV-2B23,WBGene00001058
IV-2B24,WBGene00018128
IV-2C01,WBGene00018550
IV-2C01,WBGene00044691
IV-2C01,WBGene00235115
IV-2C02,WBGene00021284
IV-2C03,WBGene00219377
IV-2C04,WBGene00021283
IV-2C05,WBGene00005432
IV-2C06,WBGene00004419
IV-2C07,WBGene00018546
IV-2C09,WBGene00020929
IV-2C11,WBGene00020930
IV-2C13,WBGene00020930
IV-2C14,WBGene00021283
IV-2C15,WBGene00020930
IV-2C17,WBGene00018065
IV-2C17,WBGene00018066
IV-2C18,WBGene00019945
IV-2C18,WBGene00019955
IV-2C20,WBGene00019946
IV-2C21,WBGene00004157
IV-2C21,WBGene00016437
IV-2C22,WBGene00019947
IV-2C23,WBGene00020979
IV-2C24,WBGene00019948
IV-2D01,WBGene00019163
IV-2D02,WBGene00018129
IV-2D04,WBGene00018130
IV-2D05,WBGene00019164
IV-2D06,WBGene00003458
IV-2D07,WBGene00019165
IV-2D08,WBGene00022705
IV-2D09,WBGene00019166
IV-2D10,WBGene00022706
IV-2D11,WBGene00006219
IV-2D12,WBGene00003468
IV-2D13,WBGene00006219
IV-2D14,WBGene00003444
IV-2D15,WBGene00006219
IV-2D17,WBGene00006216
IV-2D18,WBGene00022708
IV-2D19,WBGene00021197
IV-2D20,WBGene00022709
IV-2D22,WBGene00022710
IV-2D23,WBGene00021195
IV-2D24,WBGene00003452
IV-2E02,WBGene00019949
IV-2E04,WBGene00019950
IV-2E05,WBGene00006951
IV-2E07,WBGene00020981
IV-2E08,WBGene00019951
IV-2E09,WBGene00020982
IV-2E09,WBGene00219554
IV-2E10,WBGene00019952
IV-2E12,WBGene00019953
IV-2E13,WBGene00020983
IV-2E15,WBGene00006173
IV-2E16,WBGene00019717
IV-2E17,WBGene00006701
IV-2E20,WBGene00019719
IV-2E21,WBGene00016433
IV-2E22,WBGene00019720
IV-2E23,WBGene00016434
IV-2E23,WBGene00016437
IV-2E23,WBGene00195006
IV-2E24,WBGene00022675
IV-2F02,WBGene00021155
IV-2F03,WBGene00006211
IV-2F03,WBGene00020351
IV-2F04,WBGene00021156
IV-2F06,WBGene00021157
IV-2F07,WBGene00006206
IV-2F08,WBGene00021158
IV-2F09,WBGene00020353
IV-2F10,WBGene00021159
IV-2F11,WBGene00020356
IV-2F13,WBGene00006211
IV-2F14,WBGene00018322
IV-2F15,WBGene00006214
IV-2F16,WBGene00018315
IV-2F17,WBGene00006204
IV-2F18,WBGene00018316
IV-2F19,WBGene00006207
IV-2F20,WBGene00018317
IV-2F21,WBGene00017109
IV-2F22,WBGene00018318
IV-2F23,WBGene00017110
IV-2F24,WBGene00018319
IV-2G02,WBGene00022675
IV-2G03,WBGene00018643
IV-2G04,WBGene00022677
IV-2G05,WBGene00018644
IV-2G06,WBGene00022678
IV-2G07,WBGene00018644
IV-2G08,WBGene00022679
IV-2G09,WBGene00018644
IV-2G10,WBGene00022680
IV-2G11,WBGene00018645
IV-2G12,WBGene00022681
IV-2G13,WBGene00018646
IV-2G14,WBGene00022682
IV-2G16,WBGene00022683
IV-2G18,WBGene00017900
IV-2G19,WBGene00018649
IV-2G20,WBGene00017901
IV-2G21,WBGene00018650
IV-2G23,WBGene00018651
IV-2G24,WBGene00017902
IV-2H01,WBGene00017111
IV-2H02,WBGene00001243
IV-2H03,WBGene00017112
IV-2H04,WBGene00001244
IV-2H05,WBGene00017113
IV-2H06,WBGene00018320
IV-2H07,WBGene00017114
IV-2H08,WBGene00002032
IV-2H10,WBGene00021793
IV-2H11,WBGene00017115
IV-2H12,WBGene00021151
IV-2H13,WBGene00006038
IV-2H15,WBGene00006053
IV-2H16,WBGene00021154
IV-2H17,WBGene00005638
IV-2H18,WBGene00021153
IV-2H19,WBGene00005639
IV-2H20,WBGene00021152
IV-2H21,WBGene00003976
IV-2H22,WBGene00021153
IV-2H22,WBGene00021154
IV-2H23,WBGene00006051
IV-2I01,WBGene00018652
IV-2I02,WBGene00017591
IV-2I04,WBGene00017592
IV-2I05,WBGene00019934
IV-2I06,WBGene00017593
IV-2I07,WBGene00019933
IV-2I08,WBGene00017594
IV-2I09,WBGene00019528
IV-2I10,WBGene00017595
IV-2I11,WBGene00001033
IV-2I12,WBGene00017596
IV-2I12,WBGene00044302
IV-2I13,WBGene00004386
IV-2I14,WBGene00000684
IV-2I15,WBGene00004385
IV-2I18,WBGene00235120
IV-2I20,WBGene00017597
IV-2I21,WBGene00019530
IV-2I22,WBGene00017919
IV-2I24,WBGene00017920
IV-2J01,WBGene00006040
IV-2J02,WBGene00021151
IV-2J03,WBGene00020905
IV-2J05,WBGene00020906
IV-2J07,WBGene00015626
IV-2J08,WBGene00021792
IV-2J09,WBGene00015627
IV-2J10,WBGene00004374
IV-2J11,WBGene00220250
IV-2J12,WBGene00020433
IV-2J13,WBGene00015629
IV-2J14,WBGene00020434
IV-2J16,WBGene00004374
IV-2J17,WBGene00003448
IV-2J18,WBGene00020435
IV-2J20,WBGene00015097
IV-2J21,WBGene00020070
IV-2J22,WBGene00004243
IV-2J23,WBGene00003450
IV-2K01,WBGene00019532
IV-2K02,WBGene00004205
IV-2K04,WBGene00017921
IV-2K06,WBGene00006706
IV-2K07,WBGene00019438
IV-2K08,WBGene00017922
IV-2K09,WBGene00019439
IV-2K10,WBGene00017923
IV-2K12,WBGene00000685
IV-2K13,WBGene00019441
IV-2K14,WBGene00017924
IV-2K15,WBGene00003938
IV-2K16,WBGene00017925
IV-2K17,WBGene00001074
IV-2K18,WBGene00020675
IV-2K19,WBGene00017936
IV-2K20,WBGene00044620
IV-2K21,WBGene00017936
IV-2K22,WBGene00020677
IV-2K23,WBGene00017934
IV-2K24,WBGene00020678
IV-2L01,WBGene00003446
IV-2L02,WBGene00006745
IV-2L03,WBGene00020071
IV-2L04,WBGene00001411
IV-2L05,WBGene00020072
IV-2L06,WBGene00020462
IV-2L07,WBGene00015326
IV-2L08,WBGene00020463
IV-2L09,WBGene00015327
IV-2L10,WBGene00020464
IV-2L11,WBGene00015328
IV-2L12,WBGene00001093
IV-2L13,WBGene00015329
IV-2L15,WBGene00015330
IV-2L17,WBGene00015331
IV-2L18,WBGene00001439
IV-2L19,WBGene00015331
IV-2L20,WBGene00001439
IV-2L21,WBGene00006428
IV-2L22,WBGene00016541
IV-2L23,WBGene00004929
IV-2M02,WBGene00020679
IV-2M03,WBGene00017935
IV-2M04,WBGene00019541
IV-2M06,WBGene00019542
IV-2M07,WBGene00018080
IV-2M09,WBGene00018081
IV-2M10,WBGene00006968
IV-2M11,WBGene00018082
IV-2M12,WBGene00019544
IV-2M13,WBGene00018083
IV-2M15,WBGene00018084
IV-2M16,WBGene00017116
IV-2M17,WBGene00000610
IV-2M18,WBGene00017117
IV-2M19,WBGene00000123
IV-2M20,WBGene00017118
IV-2M22,WBGene00001983
IV-2M23,WBGene00000611
IV-2M24,WBGene00017119
IV-2N01,WBGene00014997
IV-2N02,WBGene00016542
IV-2N04,WBGene00016543
IV-2N06,WBGene00005091
IV-2N07,WBGene00007075
IV-2N08,WBGene00000817
IV-2N10,WBGene00015253
IV-2N14,WBGene00005086
IV-2N15,WBGene00007079
IV-2N16,WBGene00020585
IV-2N17,WBGene00016053
IV-2N18,WBGene00004804
IV-2N19,WBGene00016054
IV-2N20,WBGene00000247
IV-2N21,WBGene00016055
IV-2N22,WBGene00000247
IV-2N23,WBGene00016056
IV-2N24,WBGene00005083
IV-2O01,WBGene00018086
IV-2O02,WBGene00017120
IV-2O03,WBGene00003668
IV-2O04,WBGene00017121
IV-2O05,WBGene00017482
IV-2O06,WBGene00004432
IV-2O11,WBGene00017485
IV-2O12,WBGene00021205
IV-2O13,WBGene00017486
IV-2O14,WBGene00021204
IV-2O15,WBGene00017487
IV-2O16,WBGene00004432
IV-2O17,WBGene00005715
IV-2O19,WBGene00017488
IV-2O20,WBGene00021201
IV-2O21,WBGene00017489
IV-2O22,WBGene00021200
IV-2O23,WBGene00021287
IV-2O24,WBGene00021198
IV-2P01,WBGene00016057
IV-2P02,WBGene00016951
IV-2P03,WBGene00016058
IV-2P04,WBGene00016952
IV-2P05,WBGene00043147
IV-2P06,WBGene00016953
IV-2P08,WBGene00016954
IV-2P09,WBGene00020992
IV-2P10,WBGene00016955
IV-2P11,WBGene00020993
IV-2P12,WBGene00019263
IV-2P13,WBGene00020994
IV-2P14,WBGene00019264
IV-2P15,WBGene00002247
IV-2P17,WBGene00020995
IV-2P18,WBGene00016665
IV-2P19,WBGene00020997
IV-2P20,WBGene00016666
IV-2P22,WBGene00016667
IV-2P23,WBGene00018117
IV-2P24,WBGene00003636
IV-3A02,WBGene00016610
IV-3A04,WBGene00016611
IV-3A05,WBGene00016286
IV-3A06,WBGene00016612
IV-3A07,WBGene00016287
IV-3A10,WBGene00006621
IV-3A11,WBGene00016288
IV-3A12,WBGene00018160
IV-3A13,WBGene00016289
IV-3A14,WBGene00018161
IV-3A15,WBGene00016290
IV-3A16,WBGene00002274
IV-3A17,WBGene00016291
IV-3A18,WBGene00018162
IV-3A19,WBGene00015680
IV-3A20,WBGene00018163
IV-3A21,WBGene00015538
IV-3A22,WBGene00018164
IV-3A23,WBGene00015539
IV-3A24,WBGene00018165
IV-3B01,WBGene00015554
IV-3B02,WBGene00017417
IV-3B03,WBGene00015555
IV-3B04,WBGene00017418
IV-3B05,WBGene00000585
IV-3B08,WBGene00001933
IV-3B10,WBGene00001936
IV-3B11,WBGene00006052
IV-3B13,WBGene00022617
IV-3B14,WBGene00018901
IV-3B15,WBGene00022622
IV-3B16,WBGene00018902
IV-3B17,WBGene00022619
IV-3B18,WBGene00018903
IV-3B19,WBGene00022620
IV-3B20,WBGene00004044
IV-3B21,WBGene00022621
IV-3B23,WBGene00006052
IV-3B24,WBGene00001935
IV-3C01,WBGene00015540
IV-3C02,WBGene00018166
IV-3C03,WBGene00015541
IV-3C04,WBGene00018167
IV-3C06,WBGene00018168
IV-3C07,WBGene00004973
IV-3C08,WBGene00018169
IV-3C09,WBGene00005728
IV-3C10,WBGene00001029
IV-3C11,WBGene00019151
IV-3C12,WBGene00017480
IV-3C13,WBGene00019152
IV-3C14,WBGene00001090
IV-3C15,WBGene00019153
IV-3C16,WBGene00017481
IV-3C17,WBGene00019154
IV-3C19,WBGene00005730
IV-3C20,WBGene00015278
IV-3C21,WBGene00005730
IV-3C22,WBGene00015279
IV-3C24,WBGene00001858
IV-3D01,WBGene00016397
IV-3D03,WBGene00016398
IV-3D04,WBGene00018906
IV-3D06,WBGene00018906
IV-3D07,WBGene00016400
IV-3D10,WBGene00018907
IV-3D12,WBGene00019896
IV-3D15,WBGene00006113
IV-3D18,WBGene00019898
IV-3D19,WBGene00016402
IV-3D20,WBGene00019899
IV-3D21,WBGene00016403
IV-3D22,WBGene00001624
IV-3D23,WBGene00000888
IV-3D24,WBGene00019900
IV-3E01,WBGene00005732
IV-3E02,WBGene00015280
IV-3E04,WBGene00015281
IV-3E06,WBGene00015282
IV-3E07,WBGene00019155
IV-3E08,WBGene00015283
IV-3E09,WBGene00019156
IV-3E10,WBGene00015284
IV-3E12,WBGene00004885
IV-3E14,WBGene00022230
IV-3E15,WBGene00019257
IV-3E16,WBGene00022229
IV-3E17,WBGene00019295
IV-3E19,WBGene00019255
IV-3E21,WBGene00019296
IV-3E22,WBGene00022228
IV-3E23,WBGene00002129
IV-3E24,WBGene00044294
IV-3F02,WBGene00004039
IV-3F03,WBGene00016405
IV-3F05,WBGene00000687
IV-3F06,WBGene00019902
IV-3F07,WBGene00016594
IV-3F08,WBGene00018635
IV-3F09,WBGene00016595
IV-3F10,WBGene00018636
IV-3F11,WBGene00016596
IV-3F12,WBGene00003914
IV-3F14,WBGene00000392
IV-3F15,WBGene00006069
IV-3F16,WBGene00000996
IV-3F18,WBGene00018637
IV-3F19,WBGene00004411
IV-3F20,WBGene00018638
IV-3F21,WBGene00006251
IV-3F22,WBGene00017989
IV-3F24,WBGene00017990
IV-3F24,WBGene00017992
IV-3G01,WBGene00004494
IV-3G02,WBGene00044503
IV-3G03,WBGene00019297
IV-3G04,WBGene00004954
IV-3G05,WBGene00006780
IV-3G06,WBGene00019259
IV-3G07,WBGene00006780
IV-3G08,WBGene00015927
IV-3G09,WBGene00015154
IV-3G10,WBGene00015928
IV-3G11,WBGene00016721
IV-3G12,WBGene00015929
IV-3G13,WBGene00016722
IV-3G14,WBGene00015930
IV-3G16,WBGene00015931
IV-3G17,WBGene00004112
IV-3G18,WBGene00015932
IV-3G19,WBGene00002245
IV-3G20,WBGene00015933
IV-3G21,WBGene00019514
IV-3G22,WBGene00015934
IV-3G23,WBGene00019515
IV-3G24,WBGene00015935
IV-3H01,WBGene00016597
IV-3H02,WBGene00017991
IV-3H04,WBGene00002074
IV-3H05,WBGene00016598
IV-3H06,WBGene00017992
IV-3H07,WBGene00020041
IV-3H08,WBGene00017993
IV-3H09,WBGene00006504
IV-3H10,WBGene00006453
IV-3H12,WBGene00006453
IV-3H13,WBGene00006748
IV-3H14,WBGene00000190
IV-3H15,WBGene00020043
IV-3H17,WBGene00006504
IV-3H17,WBGene00020044
IV-3H18,WBGene00018468
IV-3H19,WBGene00020045
IV-3H20,WBGene00007061
IV-3H21,WBGene00017050
IV-3H22,WBGene00018470
IV-3H24,WBGene00018471
IV-3I01,WBGene00019516
IV-3I02,WBGene00015936
IV-3I03,WBGene00019517
IV-3I04,WBGene00015937
IV-3I05,WBGene00000535
IV-3I06,WBGene00015938
IV-3I07,WBGene00006974
IV-3I08,WBGene00006917
IV-3I09,WBGene00019750
IV-3I10,WBGene00019213
IV-3I11,WBGene00019751
IV-3I12,WBGene00019214
IV-3I13,WBGene00019752
IV-3I16,WBGene00003043
IV-3I18,WBGene00020069
IV-3I19,WBGene00015700
IV-3I20,WBGene00005911
IV-3I21,WBGene00015701
IV-3I22,WBGene00020069
IV-3I23,WBGene00015702
IV-3I24,WBGene00005910
IV-3J01,WBGene00001241
IV-3J03,WBGene00017052
IV-3J04,WBGene00003758
IV-3J05,WBGene00017053
IV-3J05,WBGene00044504
IV-3J06,WBGene00001975
IV-3J07,WBGene00000292
IV-3J08,WBGene00001584
IV-3J10,WBGene00018473
IV-3J11,WBGene00000688
IV-3J12,WBGene00015620
IV-3J13,WBGene00044505
IV-3J14,WBGene00003607
IV-3J15,WBGene00015530
IV-3J16,WBGene00002173
IV-3J17,WBGene00015531
IV-3J18,WBGene00001456
IV-3J19,WBGene00015532
IV-3J20,WBGene00017996
IV-3J21,WBGene00015533
IV-3J22,WBGene00017997
IV-3J23,WBGene00015534
IV-3J24,WBGene00017998
IV-3K01,WBGene00006809
IV-3K02,WBGene00006608
IV-3K03,WBGene00006809
IV-3K04,WBGene00020234
IV-3K05,WBGene00016755
IV-3K06,WBGene00020235
IV-3K07,WBGene00016756
IV-3K08,WBGene00020680
IV-3K09,WBGene00016757
IV-3K10,WBGene00020681
IV-3K11,WBGene00016763
IV-3K12,WBGene00020682
IV-3K13,WBGene00016759
IV-3K14,WBGene00020683
IV-3K15,WBGene00016760
IV-3K17,WBGene00016761
IV-3K18,WBGene00020685
IV-3K19,WBGene00016762
IV-3K20,WBGene00020235
IV-3K21,WBGene00019055
IV-3K24,WBGene00004458
IV-3L01,WBGene00015535
IV-3L02,WBGene00016842
IV-3L03,WBGene00015536
IV-3L04,WBGene00000551
IV-3L05,WBGene00015537
IV-3L07,WBGene00004477
IV-3L07,WBGene00018349
IV-3L08,WBGene00016844
IV-3L09,WBGene00018344
IV-3L11,WBGene00018345
IV-3L12,WBGene00016846
IV-3L13,WBGene00018346
IV-3L14,WBGene00016847
IV-3L16,WBGene00016848
IV-3L17,WBGene00018348
IV-3L18,WBGene00016698
IV-3L19,WBGene00001713
IV-3L20,WBGene00016699
IV-3L21,WBGene00004477
IV-3L22,WBGene00000603
IV-3L22,WBGene00016700
IV-3L23,WBGene00018349
IV-3L24,WBGene00016700
IV-3M01,WBGene00019057
IV-3M02,WBGene00020687
IV-3M03,WBGene00019058
IV-3M04,WBGene00020688
IV-3M05,WBGene00019059
IV-3M07,WBGene00019060
IV-3M09,WBGene00020468
IV-3M11,WBGene00019055
IV-3M11,WBGene00020469
IV-3M12,WBGene00015202
IV-3M13,WBGene00019055
IV-3M14,WBGene00001862
IV-3M15,WBGene00003754
IV-3M16,WBGene00022725
IV-3M17,WBGene00003754
IV-3M18,WBGene00022726
IV-3M19,WBGene00005740
IV-3M20,WBGene00003992
IV-3M21,WBGene00005741
IV-3M22,WBGene00022727
IV-3M23,WBGene00005742
IV-3M24,WBGene00022727
IV-3N01,WBGene00018350
IV-3N02,WBGene00016701
IV-3N04,WBGene00016702
IV-3N05,WBGene00021497
IV-3N06,WBGene00016703
IV-3N07,WBGene00021496
IV-3N08,WBGene00001827
IV-3N09,WBGene00021496
IV-3N10,WBGene00016370
IV-3N11,WBGene00003841
IV-3N13,WBGene00021496
IV-3N15,WBGene00021496
IV-3N16,WBGene00002221
IV-3N17,WBGene00021496
IV-3N18,WBGene00016373
IV-3N20,WBGene00016374
IV-3N21,WBGene00020445
IV-3N22,WBGene00016375
IV-3N23,WBGene00020446
IV-3N24,WBGene00016376
IV-3O01,WBGene00005742
IV-3O02,WBGene00022727
IV-3O04,WBGene00016082
IV-3O05,WBGene00006416
IV-3O06,WBGene00016083
IV-3O07,WBGene00005743
IV-3O08,WBGene00016084
IV-3O09,WBGene00005744
IV-3O10,WBGene00016085
IV-3O11,WBGene00004179
IV-3O12,WBGene00003695
IV-3O13,WBGene00015305
IV-3O14,WBGene00002228
IV-3O15,WBGene00015306
IV-3O16,WBGene00015549
IV-3O16,WBGene00015555
IV-3O17,WBGene00015307
IV-3O18,WBGene00015550
IV-3O20,WBGene00015551
IV-3O22,WBGene00015552
IV-3O23,WBGene00015310
IV-3P02,WBGene00044326
IV-3P03,WBGene00001187
IV-3P05,WBGene00016739
IV-3P06,WBGene00004703
IV-3P07,WBGene00015210
IV-3P08,WBGene00016379
IV-3P09,WBGene00015211
IV-3P10,WBGene00016380
IV-3P11,WBGene00006814
IV-3P12,WBGene00016381
IV-3P13,WBGene00006814
IV-3P14,WBGene00016382
IV-3P15,WBGene00015214
IV-3P16,WBGene00016383
IV-3P17,WBGene00015215
IV-3P18,WBGene00016384
IV-3P19,WBGene00015216
IV-3P20,WBGene00004363
IV-3P21,WBGene00015217
IV-3P22,WBGene00020497
IV-3P23,WBGene00017416
IV-3P24,WBGene00015507
IV-4A02,WBGene00017539
IV-4A04,WBGene00017540
IV-4A05,WBGene00015509
IV-4A06,WBGene00017541
IV-4A06,WBGene00194833
IV-4A07,WBGene00015510
IV-4A08,WBGene00017542
IV-4A10,WBGene00017543
IV-4A11,WBGene00020288
IV-4A12,WBGene00017544
IV-4A13,WBGene00020289
IV-4A14,WBGene00001908
IV-4A15,WBGene00001453
IV-4A16,WBGene00001906
IV-4A18,WBGene00003099
IV-4A19,WBGene00002208
IV-4A20,WBGene00001905
IV-4A22,WBGene00001907
IV-4A23,WBGene00016958
IV-4A24,WBGene00017069
IV-4B01,WBGene00007897
IV-4B03,WBGene00007898
IV-4B04,WBGene00012428
IV-4B05,WBGene00005698
IV-4B06,WBGene00004281
IV-4B08,WBGene00012429
IV-4B11,WBGene00194651
IV-4B12,WBGene00012431
IV-4B13,WBGene00012118
IV-4B14,WBGene00012432
IV-4B15,WBGene00012118
IV-4B15,WBGene00045183
IV-4B16,WBGene00012433
IV-4B17,WBGene00012119
IV-4B18,WBGene00012434
IV-4B20,WBGene00000694
IV-4B21,WBGene00012120
IV-4B22,WBGene00012435
IV-4B23,WBGene00000594
IV-4B24,WBGene00012436
IV-4C01,WBGene00001535
IV-4C02,WBGene00017070
IV-4C03,WBGene00001535
IV-4C04,WBGene00017079
IV-4C05,WBGene00016790
IV-4C06,WBGene00005019
IV-4C07,WBGene00016791
IV-4C08,WBGene00017072
IV-4C09,WBGene00003827
IV-4C10,WBGene00017073
IV-4C11,WBGene00016792
IV-4C12,WBGene00017074
IV-4C13,WBGene00016957
IV-4C14,WBGene00017075
IV-4C15,WBGene00016793
IV-4C16,WBGene00017076
IV-4C18,WBGene00017077
IV-4C19,WBGene00002080
IV-4C20,WBGene00017078
IV-4C21,WBGene00004471
IV-4C22,WBGene00019789
IV-4C23,WBGene00016795
IV-4D01,WBGene00012121
IV-4D02,WBGene00012437
IV-4D03,WBGene00012121
IV-4D03,WBGene00012122
IV-4D05,WBGene00011706
IV-4D06,WBGene00010410
IV-4D07,WBGene00011707
IV-4D08,WBGene00008778
IV-4D09,WBGene00000692
IV-4D10,WBGene00009871
IV-4D11,WBGene00001132
IV-4D12,WBGene00009872
IV-4D13,WBGene00001132
IV-4D13,WBGene00011708
IV-4D14,WBGene00009873
IV-4D15,WBGene00007492
IV-4D16,WBGene00009874
IV-4D17,WBGene00007493
IV-4D18,WBGene00009875
IV-4D19,WBGene00007494
IV-4D20,WBGene00009876
IV-4D21,WBGene00006409
IV-4D22,WBGene00009877
IV-4D24,WBGene00004463
IV-4E01,WBGene00017641
IV-4E03,WBGene00017642
IV-4E04,WBGene00019791
IV-4E05,WBGene00000242
IV-4E06,WBGene00019792
IV-4E07,WBGene00017643
IV-4E08,WBGene00020824
IV-4E09,WBGene00017645
IV-4E10,WBGene00020825
IV-4E13,WBGene00000183
IV-4E14,WBGene00020827
IV-4E15,WBGene00006761
IV-4E17,WBGene00003879
IV-4E18,WBGene00020139
IV-4E20,WBGene00006374
IV-4E21,WBGene00019020
IV-4E22,WBGene00020140
IV-4E24,WBGene00006220
IV-4F01,WBGene00003864
IV-4F02,WBGene00009878
IV-4F03,WBGene00007496
IV-4F04,WBGene00009879
IV-4F06,WBGene00009880
