A0FLQ6,O75417
Q18724,Q9GZT3
Q18726,Q9Y375
Q18746,Q96E29
Q18750,Q6ZMN7
Q18750,Q76G19
Q18750,Q9UPQ7
Q18758,P09848
Q18758,Q6UWM7
Q18758,Q86Z14
Q18758,Q9UEF7
Q9TZA0,P09848
Q9TZA0,Q6UWM7
Q9TZA0,Q86Z14
Q9TZA0,Q9UEF7
Q18776,Q14681
Q18776,Q8N5Z5
Q18776,Q9NXV2
Q18779,Q76EJ3
Q18779,Q9NTN3
Q18780,Q6IQ26
Q18780,Q6ZUT9
Q18782,Q86UK7
Q18786,P62316
Q18787,P35998
Q18788,O60476
Q18788,P33908
Q18788,Q9NR34
Q18797,Q96BI1
Q18798,Q8NEN9
Q18822,Q9H2A2
Q18823,P11047
Q18823,Q9Y6N6
Q18841,P35251
Q18846,O75582
Q18846,O75676
Q18851,O95671
Q18852,Q0P651
Q18853,P08574
Q18859,Q9P2L0
Q18864,O15260
Q18874,Q86XE3
Q18874,Q8IYU8
Q18879,P51636
Q18879,P56539
Q18879,Q03135
Q18885,P20290
Q18885,Q96K17
Q18886,Q96CF2
Q18886,Q9H444
Q22916,Q96CF2
Q22916,Q9H444
Q18887,Q9BRK5
Q18888,O00170
Q18888,Q9NZN9
Q18891,Q96AX1
Q18891,Q9H267
Q18892,Q9HCE0
Q18905,O00178
Q18914,Q8N539
Q18916,Q6P1M0
Q18916,Q6PCB7
Q19878,Q6P1M0
Q19878,Q6PCB7
Q18917,Q8WW35
Q18919,Q8IZ40
Q18919,Q9P2K3
Q18919,Q9UKL0
Q95Y41,Q8IZ40
Q95Y41,Q9P2K3
Q95Y41,Q9UKL0
Q18921,P54920
Q18921,Q9H115
Q18924,P08842
Q18924,P15289
Q18931,Q9Y385
Q18932,O75493
Q18932,Q9NS85
Q20781,O75493
Q20781,Q9NS85
Q18934,Q70HW3
Q18936,Q86W33
Q18938,O43708
Q9N4H6,O43708
Q9N4S0,O43708
Q18942,Q8NAV1
Q18948,P41247
Q9N5Z7,P41247
Q18949,Q9Y2Z0
Q18953,Q9HD40
Q18955,P11831
Q18964,Q8IWB7
Q18964,Q96P53
Q18965,O60313
Q18967,O00303
Q18968,Q12770
Q18969,Q14964
Q18969,Q96DA2
Q18986,Q13829
Q18986,Q8WZ19
Q18986,Q9H3F6
Q18988,O75716
Q18989,Q5T4B2
Q18989,Q8IYK4
Q18989,Q8NBJ5
Q18990,P27708
Q18991,Q9H0Y0
Q18993,P37287
Q18999,O95758
Q18999,P26599
Q18999,Q9UKA9
Q19000,O75936
Q19004,C9JNC2
Q19004,O43451
Q19004,P10253
Q19004,P14410
Q21750,C9JNC2
Q21750,O43451
Q21750,P10253
Q21750,P14410
Q19007,P55209
Q19007,Q99733
Q19007,Q9ULW6
Q19019,P22681
Q19019,Q13191
Q19020,Q14204
Q19046,O94762
Q19052,Q9BY44
Q19057,P49748
Q19060,Q8N7B6
Q19087,Q9ULA0
Q19088,Q15276
Q19102,Q99714
Q19103,Q15477
Q19119,Q8TCX1
Q19123,P53680
Q19130,O94808
Q19130,Q06210
Q19699,O94808
Q19699,Q06210
Q19132,P51784
Q19133,Q9H477
Q19143,Q9NYR9
Q19143,Q9NYS0
Q19162,P62913
Q94300,P62913
Q19185,Q13326
Q19185,Q92629
Q19185,Q96LD1
Q19188,O43490
Q19188,Q8N271
Q19189,O00623
Q19192,Q9NZJ5
Q9NAK3,Q9NZJ5
Q19196,P56282
Q19202,Q8WVQ1
Q19207,P04035
Q19210,Q3YEC7
O01927,Q6ZMD2
O01927,Q8IVW8
O01927,Q9H2V7
Q18545,Q6ZMD2
Q18545,Q8IVW8
Q18545,Q9H2V7
Q19235,Q6ZMD2
Q19235,Q8IVW8
Q19235,Q9H2V7
Q19246,Q92506
Q9XX28,Q92506
Q19253,Q15642
Q19253,Q5T0N5
Q19253,Q96RU3
Q9XUS7,Q15642
Q9XUS7,Q5T0N5
Q9XUS7,Q96RU3
Q19262,O60645
Q19264,Q9Y315
Q19265,Q9H553
Q19266,P41743
Q19266,Q05513
Q19267,Q6UXH1
Q19267,Q96HD1
Q19272,O43196
Q19278,Q6NVY1
G5ECT5,P02545
G5ECT5,P20700
G5ECT5,Q03252
O02365,P02545
O02365,P20700
O02365,Q03252
P90900,P02545
P90900,P20700
P90900,Q03252
P90901,P02545
P90901,P20700
P90901,Q03252
Q19286,P02545
Q19286,P20700
Q19286,Q03252
Q19289,P02545
Q19289,P20700
Q19289,Q03252
Q21065,P02545
Q21065,P20700
Q21065,Q03252
Q19291,Q96SC8
Q19293,A6NFY4
Q19293,O14524
Q19294,Q9UJX2
Q19296,Q14728
Q19300,Q5VSL9
Q19300,Q9ULQ0
Q19301,A0AV02
Q19302,Q9UKD2
Q19305,Q9HCB6
Q19311,O15067
Q19324,O00232
Q19328,Q7KZF4
Q19329,Q2NL82
Q19335,Q15428
Q19336,P35226
Q19336,P35227
Q19336,Q3KNV8
Q19336,Q86SE9
Q19336,Q9BSM1
Q19336,Q9BYE7
Q19337,Q8TDW4
Q19337,Q9NRC1
Q19338,Q7Z3U7
Q19341,P46952
Q19345,O00482
Q19345,Q13285
Q19347,Q9H6V9
Q93595,Q9H6V9
Q19350,P82279
Q19350,Q5IJ48
Q19360,Q8TBC4
Q19366,P49005
Q19370,O43295
Q19370,O75044
Q19370,P98171
Q19370,Q7Z6B7
Q19371,O94855
Q19371,P53992
Q19375,Q96ST2
Q19416,P51808
Q19416,P63172
Q19420,O14732
Q19420,P29218
Q19421,Q67FW5
Q19425,Q8NBW4
Q19426,Q13724
Q19433,Q9UNX4
Q19434,Q96I15
Q19437,Q9UBR1
Q19440,P19367
Q19440,P35557
Q19440,P52789
Q19440,P52790
Q19440,Q2TB90
Q19459,Q92896
Q19467,Q14161
Q19467,Q9Y2X7
Q19468,Q96N66
Q19469,Q8IWQ3
Q19469,Q8TDC3
Q19475,P52799
Q19475,P98172
Q19475,Q15768
Q9U3M2,P52799
Q9U3M2,P98172
Q9U3M2,Q15768
Q19493,Q9BTW9
Q19498,Q6NUT3
Q19518,Q969N2
Q19519,Q86VN1
Q19520,O75717
Q19523,O60503
Q19529,Q6KCM7
Q19529,Q6NUK1
Q19529,Q9BV35
Q20799,Q6KCM7
Q20799,Q6NUK1
Q20799,Q9BV35
Q19532,Q15036
Q19532,Q8N9S9
Q19537,P27694
Q19542,Q8NCM8
Q19545,O75691
Q19546,Q14191
Q19554,Q8NE71
Q19555,Q8N3U4
Q19555,Q8WVM7
Q19555,Q9UJ98
Q19572,Q03113
Q19572,Q14344
Q19577,Q5W111
Q19579,P11940
Q19579,Q13310
Q19579,Q4VXU2
Q19579,Q9H361
Q9U302,P11940
Q9U302,Q13310
Q9U302,Q4VXU2
Q9U302,Q9H361
Q19584,Q92890
Q9U3I6,Q92890
Q19605,P18405
Q20344,P18405
Q23431,P18405
Q19617,P78357
Q19617,Q8WYK1
Q19617,Q96NU0
Q19617,Q9BZ76
Q19617,Q9C0A0
Q19617,Q9UHC6
Q19626,P15313
Q19626,P21281
Q9N5A0,P15313
Q9N5A0,P21281
Q19640,Q9BXC9
Q19642,O43264
Q19643,O60318
Q19655,Q96NN9
Q19680,O95394
Q19683,Q96T60
Q19685,Q9Y291
Q19691,O15119
Q19691,Q13207
Q19705,P36404
Q19713,Q9NSD9
Q19714,Q9UM00
Q19722,O43776
Q19723,O76080
Q19723,Q6FIF0
Q19724,O75380
Q19727,Q13523
Q19749,P10515
Q19752,H0YHI0
Q19752,P49356
Q19753,Q03701
Q19766,Q15388
Q19770,O95267
Q19770,Q7LDG7
Q19770,Q8IV61
Q19770,Q8TDF6
Q19781,O14734
Q95Q68,O14734
Q9BIA9,O14734
Q19789,Q8TBZ6
Q19818,Q9H8W5
Q19819,O95772
Q19819,Q14849
Q19821,O75783
Q19821,P58872
Q19821,Q9NX52
Q19824,Q7L5D6
Q19825,P54136
Q65ZK0,P54136
Q19826,P52434
Q19833,Q7Z3J2
Q19839,P22760
Q19839,Q5VUY0
Q19839,Q5VUY2
Q19839,Q6P093
Q19839,Q6PIU2
Q7JMM5,P22760
Q7JMM5,Q5VUY0
Q7JMM5,Q5VUY2
Q7JMM5,Q6P093
Q7JMM5,Q6PIU2
Q9XWL5,P22760
Q9XWL5,Q5VUY0
Q9XWL5,Q5VUY2
Q9XWL5,Q6P093
Q9XWL5,Q6PIU2
Q19842,P05165
Q19848,Q86Y07
Q19848,Q8IV63
Q19848,Q99986
Q19849,P28347
Q19849,Q15561
Q19849,Q15562
Q19849,Q99594
Q19852,O15211
Q19852,Q12967
Q19852,Q9NZL6
Q19854,Q8N2M8
Q19857,O75864
Q19864,Q05048
Q19866,Q12996
Q19869,J3QQQ9
Q19869,P61254
Q19869,Q9UNX3
Q19870,Q5H8A4
Q19873,O15213
Q19877,P62266
Q19892,Q6IAK0
Q9U3N5,Q6IAK0
Q19901,O00160
Q19901,Q12965
Q19905,O60701
Q19910,Q9UJX0
Q19910,Q9Y236
Q19913,Q9BRY0
Q19913,Q9NY26
Q6BEU0,Q9BRY0
Q6BEU0,Q9NY26
Q9XWH3,Q9BRY0
Q9XWH3,Q9NY26
Q19937,Q3C1V8
P91129,Q6ZW05
P91129,Q96NR3
P91346,Q6ZW05
P91346,Q96NR3
Q19945,Q6ZW05
Q19945,Q96NR3
Q5DTE5,Q6ZW05
Q5DTE5,Q96NR3
Q19951,Q92968
Q19952,Q9Y4Z0
Q19953,O75478
Q19954,P49754
Q19958,P27105
Q19958,Q8TAV4
Q8MQ74,P27105
Q8MQ74,Q8TAV4
Q19965,Q9NWS0
Q19967,P60059
Q19969,O00505
Q19969,O00629
Q19974,Q9BSC4
Q19980,P30793
Q19981,O75882
Q19981,Q5VV63
Q19983,P27701
Q19986,Q9BRX9
Q19987,Q9BPX7
Q19989,Q08379
Q1RS86,O95477
Q1RS86,P78363
Q1RS86,Q86UK0
Q1RS86,Q86UQ4
Q1RS86,Q8IZY2
Q1RS87,Q14689
Q1RS87,Q9P265
Q1RS87,Q9Y2E4
Q1W0R7,Q6ZT12
Q1XFY9,P62847
Q1ZXS5,Q96JC1
Q9XUQ4,Q96JC1
Q1ZXT2,P29274
Q1ZXT2,P29275
Q1ZXT2,P30542
Q1ZXT2,P33765
Q20005,Q9NR46
Q20005,Q9Y371
Q20021,Q9BRR3
Q20026,Q53GD3
Q20026,Q8IWA5
Q20026,Q8NCS7
Q20027,O95992
Q20035,Q5TGY1
Q20046,Q5HYA8
Q20048,O95822
Q20049,P51553
Q95YD8,P51553
Q20051,O60888
Q20052,Q9NYG5
Q20054,Q13394
Q20054,Q9Y586
Q20059,Q8TAF3
Q20062,Q96AB3
Q20068,Q15813
Q20069,Q12980
Q20077,Q9UBF8
Q20084,P26378
Q20084,Q12926
Q20084,Q14576
Q20084,Q15717
Q20086,F8WCE9
Q20086,O60656
Q20086,O75310
Q20086,O75795
Q20086,P06133
Q20086,P16662
Q20086,P19224
Q20086,P22309
Q20086,P22310
Q20086,P35503
Q20086,P35504
Q20086,P36537
Q20086,P54855
Q20086,Q16880
Q20086,Q3SY77
Q20086,Q6NUS8
Q20086,Q6UWM9
Q20086,Q9BY64
Q20086,Q9HAW7
Q20086,Q9HAW8
Q20086,Q9HAW9
Q20086,Q9Y4X1
Q20100,Q9Y296
Q20107,P26885
Q20117,P48506
Q20123,O14681
Q20124,Q9BW85
Q20128,Q06265
Q20129,Q92547
Q20140,P00568
Q20143,P22102
Q20144,Q5T4D3
Q20155,P26651
Q20155,P47974
Q20155,Q07352
Q20157,O75352
Q20168,P35606
Q20173,Q12792
Q20173,Q6IBS0
Q20176,O43897
Q20176,P13497
Q20176,Q9Y6L7
Q20177,Q0VAA5
Q20183,Q9BX70
Q20183,Q9H0C5
Q20201,O95416
Q20201,P48431
Q20201,Q9Y651
Q20203,O14958
Q20203,P31415
Q20206,P62280
Q20220,Q9GZZ1
Q20228,P46781
Q20229,O15116
Q20237,Q14919
Q20240,Q53H54
Q20241,Q7Z429
Q20241,Q969X1
Q20241,Q9BWQ8
Q8MQ55,Q7Z429
Q8MQ55,Q969X1
Q8MQ55,Q9BWQ8
Q9N3Y5,Q7Z429
Q9N3Y5,Q969X1
Q9N3Y5,Q9BWQ8
Q20255,Q7Z4L5
Q20255,Q8NDW8
Q20263,Q6ZVE7
Q20263,Q9Y3E0
Q20275,P49146
Q20278,Q9UKG9
Q9XUN8,Q9UKG9
Q20296,Q9UBN7
Q20306,Q9NUQ8
Q20318,O95696
Q20318,P55201
Q20318,Q9ULD4
Q20340,Q9BV57
Q20352,P49189
Q7Z1Q3,P49189
Q20364,Q8WVM8
Q20365,Q14088
Q20365,Q9H082
Q20367,Q6ZMT4
Q9GYI0,Q6ZMT4
Q20371,P51530
Q20375,O15270
Q20375,Q9NUV7
Q20381,Q14721
Q20381,Q8TDN2
Q20381,Q92953
Q20381,Q96KK3
Q20381,Q9BQ31
Q20381,Q9H3M0
Q20381,Q9UIX4
Q20381,Q9ULS6
Q20390,P50897
Q20429,Q92994
Q20430,Q6P1L8
Q20435,P18850
Q20436,Q9NVG8
Q20440,Q92502
Q20440,Q96QB1
Q20440,Q9Y3M8
Q20446,H0Y2S1
Q20447,P46199
Q20448,Q9NRM2
Q20480,Q9Y6E7
Q20481,Q9Y6E7
Q20483,O14976
Q20483,O75061
Q20487,Q8NF50
Q20487,Q96HP0
Q20487,Q96N67
Q20496,P52565
Q20496,P52566
Q20496,Q99819
Q20497,Q86YW9
Q20497,Q93074
Q20502,P42357
Q20535,P46531
Q20535,P78504
Q20535,Q04721
Q20535,Q9UM47
Q20537,Q9GZV8
Q20546,P49755
Q20548,Q6ZRF8
Q20561,Q7RTS3
Q20561,Q96RJ6
Q20563,Q15544
Q21417,Q15544
Q20585,Q15008
Q20591,O15342
Q20591,Q8NHE4
Q20595,P56545
Q20595,Q13363
Q20600,Q8TBP0
Q20611,Q96IV6
Q20612,Q96IV6
Q20619,A0AVK6
Q20619,Q96AV8
Q20624,Q9NZB8
Q9XV04,Q9NZB8
Q20628,P32320
Q22922,P32320
Q20633,Q8WTW4
Q20636,O14775
Q20641,P35579
Q20641,P35580
Q20641,P35749
Q20641,Q7Z406
Q20644,Q9H6S0
Q20652,Q6ZT52
Q20652,Q8N2R8
Q20676,P05166
Q20678,Q9NV70
Q20679,O00469
Q20679,O60568
Q20679,Q02809
Q20680,Q9Y2Z2
Q20683,A6NLP5
Q20696,Q96LT4
Q20716,Q9ULR0
Q20719,P19404
Q20720,O76021
Q20728,Q99426
Q20733,Q9H0D2
Q20736,P53677
Q20736,Q9Y2T2
Q20737,Q8WVD5
Q20745,O94901
Q20745,Q8TAQ9
Q20745,Q9UH99
Q20748,Q5T2N8
Q20748,Q5T9A4
Q20748,Q9NVI7
Q20752,P48723
Q20755,Q9Y276
Q20758,P40616
Q20759,Q8TBN0
Q20759,Q96QF0
Q20760,Q8N9T8
Q20766,Q7Z4N2
Q20766,Q96QT4
Q20766,Q9BX84
Q20766,Q9HCF6
Q20772,Q92947
Q20774,O75953
Q20774,P25685
Q20774,Q9UDY4
Q20779,P12074
Q20779,Q02221
Q20779,Q5T8I0
Q20780,O94788
Q20780,P00352
Q20780,P05091
Q20780,P30837
Q9TXM0,O94788
Q9TXM0,P00352
Q9TXM0,P05091
Q9TXM0,P30837
Q20787,Q9H1N7
Q20788,Q15545
Q20788,Q5H9L4
Q9NEW8,Q15545
Q9NEW8,Q5H9L4
Q20796,Q8NI22
Q20797,Q13190
Q20798,Q86TM6
Q20818,Q86XI2
Q20819,P43897
Q20821,Q96S38
Q20821,Q9Y6S9
Q20822,Q9UHB9
Q20829,O00754
Q20833,Q86VW0
Q20847,Q9H1K4
Q20847,Q9H936
Q93540,Q9H1K4
Q93540,Q9H936
Q20849,P50748
Q20856,Q8TEK3
Q6AW06,Q8TEK3
Q20862,Q5T8D3
Q20862,Q8NC06
Q9XTZ5,Q5T8D3
Q9XTZ5,Q8NC06
Q20870,Q13117
Q20870,Q86SG3
Q20870,Q8N9W6
Q20870,Q92904
Q20870,Q9NQZ3
Q20870,Q9NR90
Q20871,Q9UBS8
Q20874,Q9UBS8
Q20875,O43143
Q20893,Q16878
Q20911,O60494
Q20913,O95070
Q20913,Q5BJH7
Q2PJ77,O95070
Q2PJ77,Q5BJH7
Q20932,Q13895
Q20937,A5YKK6
Q20938,O00231
Q20939,Q9NVS9
Q20943,O15438
Q20943,P33527
Q20943,Q92887
Q3S1M2,O15438
Q3S1M2,P33527
Q3S1M2,Q92887
Q20959,M0QYT0
Q20959,Q13011
Q9TYL2,M0QYT0
Q9TYL2,Q13011
Q20965,O00458
Q20965,Q12894
Q20966,Q96I25
Q20969,Q9H501
Q20992,O15254
Q21004,O00499
Q21004,P49418
Q21004,Q9UBW5
Q21012,Q9UHY7
Q21029,O95382
Q21029,Q6ZN16
Q21029,Q99683
Q21036,Q8IY63
Q21037,Q13416
Q21049,O75145
Q21049,O75334
Q21049,Q13136
Q21053,Q96QK1
Q21069,O95568
Q21084,Q9H2D1
Q21086,Q9NVN8
Q21096,Q7L4E1
Q21096,Q8NAN2
Q21102,Q96FX2
Q21106,Q9Y4B6
Q21109,P21128
Q21121,Q8NE86
Q21121,Q9NWR8
Q21122,O60825
Q21122,P16118
Q21122,Q16875
Q21122,Q16877
Q9N590,O60825
Q9N590,P16118
Q9N590,Q16875
Q9N590,Q16877
Q21130,Q96DR4
Q21153,O75746
Q21153,Q9UJS0
Q21155,Q15287
Q21166,Q86V21
Q21191,Q9UPM9
Q21192,O60663
Q21192,Q8TE12
Q21194,O60239
Q21194,Q7L8J4
Q21201,P05976
Q21201,P08590
Q21201,P12829
Q21201,P14649
Q21201,P60660
Q9XVI9,P05976
Q9XVI9,P08590
Q9XVI9,P12829
Q9XVI9,P14649
Q9XVI9,P60660
Q21215,P63244
Q21217,P80404
Q21221,Q5VST6
Q21221,Q6PCB6
Q21221,Q96GS6
Q21224,O75608
Q21224,O95372
Q21225,Q08AM6
Q21227,P25054
Q21230,P20042
Q21233,O95299
Q21243,P11310
Q22347,P11310
Q22781,P11310
Q21253,O75366
Q21253,P06396
Q21253,P09327
Q21253,P40121
Q21253,Q9Y6U3
Q21270,Q9Y2V7
Q21272,P15863
Q21272,P55771
Q21276,O00567
Q21278,O95391
Q21284,P11586
Q21284,Q6UB35
Q21301,Q5VZK9
Q21301,Q6F5E8
Q21301,Q8ND23
Q21302,P23025
Q21303,Q6DHV5
Q21303,Q9P2K1
Q21305,O00570
Q21305,P41225
Q21305,P48431
Q21306,O60216
Q21306,Q9H4I0
Q21307,O14733
Q21322,P08579
Q21322,P09012
Q21323,P08579
Q21323,P09012
Q21324,Q8IWL3
Q21336,Q13445
Q21336,Q9Y3A6
Q21338,O00267
Q21339,Q13183
Q21339,Q86YT5
Q21339,Q8WWT9
Q21339,Q9BZW2
Q21339,Q9UKG4
Q93655,Q13183
Q93655,Q86YT5
Q93655,Q8WWT9
Q93655,Q9BZW2
Q93655,Q9UKG4
Q21342,Q6P9B6
Q21347,Q8TCA0
Q21350,Q8WVB6
Q21361,Q16649
Q21376,Q8IWU5
Q21376,Q8IWU6
Q21389,O95461
Q21389,Q8N3Y3
Q21408,Q13813
Q21412,O95453
Q21412,Q8NA58
Q21430,Q14155
Q21430,Q15052
Q21433,P49279
Q21433,P49281
Q21434,P49279
Q21434,P49281
Q95XG8,P49279
Q95XG8,P49281
Q21436,Q92621
Q21443,P02545
Q21443,P20700
Q21443,Q03252
Q21444,Q14746
Q21452,O43766
Q21453,Q9H330
Q21454,Q9NZE8
Q21455,Q96QE2
Q9XXQ9,Q96QE2
Q9XXR3,Q96QE2
Q21480,Q2TAZ0
Q21480,Q96BY7
Q21481,P51659
Q21483,Q86UX6
Q21483,Q8WU08
Q21483,Q9NY57
Q21484,O14929
Q21486,O43395
Q21489,Q96FC9
Q21501,O95619
Q21503,Q9BV44
Q21504,Q96CU9
Q21515,P04180
Q21515,Q8NCC3
Q21526,Q9NVH6
Q21531,O43432
Q21531,P78344
Q21531,Q04637
Q21544,P32322
Q21544,Q96C36
Q21549,P48637
Q21554,Q16531
Q21555,Q9NWL6
Q21558,Q96SW2
Q21568,P55769
Q21578,Q03014
Q21593,Q9H694
Q21603,F8WCE9
Q21603,O60656
Q21603,O75310
Q21603,O75795
Q21603,P06133
Q21603,P16662
Q21603,P19224
Q21603,P22309
Q21603,P22310
Q21603,P35503
Q21603,P35504
Q21603,P36537
Q21603,P54855
Q21603,Q16880
Q21603,Q3SY77
Q21603,Q6NUS8
Q21603,Q6UWM9
Q21603,Q9BY64
Q21603,Q9HAW7
Q21603,Q9HAW8
Q21603,Q9HAW9
Q21603,Q9Y4X1
Q21623,O15327
Q21623,Q96PE3
Q21624,P31146
Q21624,Q6QEF8
Q21624,Q9BR76
Q21624,Q9ULV4
Q21625,Q14181
Q21626,Q8N3I7
Q21633,P68036
Q21641,Q8WW24
Q21641,Q969V4
Q21641,Q96M29
Q21641,Q9BXF9
Q21641,Q9UIF3
Q21653,Q96PE2
Q21657,Q96EN8
Q21697,P20933
Q21702,Q00796
Q21703,Q00796
Q21735,P61970
Q21736,Q9Y2R4
Q21737,Q9BTX3
Q21739,Q8WVK2
Q21742,P36871
Q21742,Q15124
Q21746,O43765
Q21746,Q96EQ0
Q21747,Q7Z5Y7
Q21747,Q9BSF8
Q21752,P21796
Q21752,P45880
Q21752,Q9Y277
Q21754,Q8N3E9
Q21755,Q9Y314
Q21758,Q0VAM2
Q21758,Q8N431
Q21758,Q8N9B8
Q21765,Q9H2C2
Q21774,P30566
Q21775,Q96HA8
Q21776,O43683
Q21795,O15229
Q21801,P06280
Q21801,P17050
Q21812,Q53EU6
Q21812,Q86UL3
Q9N5S8,Q53EU6
Q9N5S8,Q86UL3
Q21824,P30048
Q21824,Q13162
Q21826,Q16342
Q21827,Q9BRR8
Q21828,Q9Y5U8
Q21831,Q12824
Q21832,Q9Y5S9
Q21836,Q15699
Q21836,Q96QS3
Q21854,Q9Y6Y0
Q21875,A7E2V4
Q21902,P33992
Q21915,Q9UMS0
Q21918,Q969G6
Q21920,O75179
Q21920,Q8IWZ3
Q21924,Q92917
Q21925,Q9H7Z7
Q21926,P41252
Q21928,O60347
Q21928,Q9P2M4
Q21929,Q7Z4W1
Q21930,P46779
Q21934,Q96JK2
Q21939,Q13405
Q21944,P32189
Q21944,Q14410
Q21960,Q9NQ34
Q21960,Q9P0T7
Q21961,Q9H6Z4
Q21962,P23378
Q21966,H7C469
Q21966,P07339
Q21986,Q14CX7
Q21988,Q8NB78
Q21993,Q99471
Q21997,Q96Q80
Q21997,Q9GZP9
Q22000,P27815
Q22000,Q07343
Q22000,Q08493
Q22000,Q08499
Q2V4U0,P27815
Q2V4U0,Q07343
Q2V4U0,Q08493
Q2V4U0,Q08499
Q22002,Q13506
Q22002,Q15742
Q22003,O96005
Q966P8,O96005
Q22004,Q9Y4X0
Q22006,Q9BV38
Q22009,Q6ICL3
Q9U1Q8,Q6ICL3
Q22013,Q9Y5M8
Q22018,P23919
Q22019,Q14691
Q22020,Q9BRX8
Q22024,Q03112
Q22031,Q9UET6
Q22033,Q5TCY1
Q22033,Q6IQ55
Q22036,O15484
Q22036,Q9Y6Q1
Q22037,P09651
Q22037,P51991
Q22038,P08134
Q22038,P61586
Q22040,Q9P2J2
Q22040,Q9UPX0
Q22045,Q9UL25
Q22053,P22087
Q22054,P62249
Q22059,Q9NZJ0
Q22067,P17174
Q22070,P16885
Q22070,P19174
Q22071,Q5XUX1
Q22078,Q9BW27
Q22088,Q7Z6L1
Q22093,Q9Y5Q8
Q22099,Q15046
Q95ZQ3,Q15046
Q22100,P24752
Q22106,P24752
Q22107,A8K855
Q22111,Q8IVH4
Q22120,Q9UKM7
Q23296,Q9UKM7
Q22122,Q5TFG8
Q22122,Q96GY0
Q22123,Q9H1A3
Q22129,Q6UWR7
Q22134,Q06203
Q22135,Q9BYG3
Q22137,Q04446
Q22140,Q9NX20
Q22141,Q9UHJ9
Q22143,Q9Y6W3
Q22157,Q9H3U7
Q22157,Q9H4F8
Q22161,Q96NB2
Q22161,Q9BWM7
Q22161,Q9H9B4
Q22169,P43308
Q22170,Q12907
Q22170,Q9H0V9
Q22171,Q9NRN7
Q22856,Q9NRN7
Q22174,Q9BX10
Q22178,Q8N954
Q22230,Q16698
Q23116,Q16698
Q93761,Q16698
Q22235,P14625
Q22236,Q9Y5K1
Q22240,Q96K76
Q22250,E7EPS1
Q22251,Q7KZN9
Q22253,Q9UNM6
Q22254,Q96BY9
Q22267,O15120
Q22267,Q99943
Q93841,O15120
Q93841,Q99943
Q22279,F8WBC2
Q22279,O95050
Q22279,P11086
Q22279,P40261
Q22302,Q96G75
Q22302,Q9H871
Q22306,O15442
Q22306,Q15777
Q22307,Q08211
Q22316,Q96HV5
Q22317,P15144
Q22317,Q07075
Q22317,Q6P179
Q22317,Q9NZ08
Q22317,Q9UIQ6
Q22317,Q9UKU6
Q22318,Q9NX07
Q22323,P57075
Q22323,Q8TF42
Q22328,E5RIG2
Q22328,Q7Z407
Q22328,Q7Z408
Q22329,Q9H237
Q22342,Q8TDY2
Q22343,O60341
Q9XWP6,O60341
Q22354,O94827
Q22354,Q3KR16
Q22355,P11308
Q22355,Q01543
Q22361,O95406
Q22361,Q6PI25
Q22361,Q8TBE1
Q22366,Q86UR5
Q22366,Q9H426
Q22366,Q9UJD0
Q22366,Q9UQ26
Q22406,Q8NCC5
Q22409,Q8NCC5
Q22410,Q8NCC5
Q22412,Q9NW64
Q22417,O75934
Q22419,Q96NU7
Q22422,O75131
Q22422,O95741
Q22422,Q86YQ8
Q22422,Q8IYJ1
Q22422,Q96A23
Q22422,Q96FN4
Q22422,Q99829
Q22422,Q9HCH3
Q9XUB9,O75131
Q9XUB9,O95741
Q9XUB9,Q86YQ8
Q9XUB9,Q8IYJ1
Q9XUB9,Q96A23
Q9XUB9,Q96FN4
Q9XUB9,Q99829
Q9XUB9,Q9HCH3
Q22431,O95376
Q22453,Q9NP77
Q22461,Q8IY26
Q22461,Q8NBV4
Q22469,Q12874
Q22470,Q9Y676
Q22483,Q9Y3D5
Q22484,Q13395
Q22492,P06865
Q22492,P07686
Q22494,Q9UI12
Q22495,P62079
Q22495,Q86UF1
Q22495,Q8NG11
Q22495,Q96FV3
Q22498,Q9Y678
Q22501,O43252
Q22501,O95340
Q22505,Q16891
Q9XXN2,Q16891
Q22510,P55316
Q22515,Q9Y4L1
Q22758,Q9Y4L1
Q22529,O94829
Q22541,Q8IWU4
Q22541,Q99726
Q22544,O75157
Q22544,Q15714
Q22544,Q99576
Q22544,Q9Y3Q8
Q22554,Q96AE7
Q22557,Q9H040
Q22559,Q8IVF2
Q22561,Q75T13
Q22585,Q96C34
Q22591,E7EX88
Q22592,Q14457
Q22601,O94973
Q22601,O95782
Q22615,Q9BRP8
Q22616,F8W036
Q22616,P78537
Q22618,P55265
Q22618,P78563
Q22618,Q9NS39
Q22619,O00217
Q22633,P32754
G5ECD3,O75311
G5ECD3,P23415
G5ECD3,P23416
G5ECD3,P48167
G5ECD3,Q5JXX5
Q19358,O75311
Q19358,P23415
Q19358,P23416
Q19358,P48167
Q19358,Q5JXX5
Q22637,O75311
Q22637,P23415
Q22637,P23416
Q22637,P48167
Q22637,Q5JXX5
Q22640,P84090
Q22647,Q3ZCQ8
Q22662,G3V3Q6
Q22662,Q8N806
Q22666,P40222
Q22666,Q8N3L3
Q22666,Q9NUQ3
Q22667,Q8WXH2
Q22667,Q9BR39
Q22667,Q9HDC5
Q22670,Q9H2M9
Q22672,Q9H490
Q22703,Q14186
Q22703,Q14188
Q22703,Q5H9I0
Q22705,Q96BK5
Q22706,Q96KP1
Q22707,O75319
Q22708,Q6NXG1
Q22708,Q9H6T0
