HS_ENSG,Gene/Locus MIM number,Phenotype and Phenotype MIM number
ENSG00000034971,601652,"Glaucoma 1A, primary open angle, 137750"
ENSG00000120156,600221,"Glaucoma 3, primary congenital, E, 617272 | Venous malformations, multiple cutaneous and mucosal, 600195"
ENSG00000128513,606478,"Glioma susceptibility 9, 616568 | Melanoma, cutaneous malignant, susceptibility to, 10, 615848"
ENSG00000138413,147700,"Glioma, susceptibility to, somatic, 137800"
ENSG00000163848,601897,"Global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies, 617260"
ENSG00000169344,191845,"Glomerulocystic kidney disease with hyperuricemia and isosthenuria, 609886 | Hyperuricemic nephropathy, familial juvenile 1, 162000 | Medullary cystic kidney disease 2, 603860"
ENSG00000115414,135600,"Glomerulopathy with fibronectin deposits 2, 601894 | Plasma fibronectin deficiency, 614101 | Spondylometaphyseal dysplasia, corner fracture type, 184255"
ENSG00000130402,604638,"Glomerulosclerosis, focal segmental, 1, 603278"
ENSG00000137672,603652,"Glomerulosclerosis, focal segmental, 2, 603965"
ENSG00000198087,604241,"Glomerulosclerosis, focal segmental, 3, 607832"
ENSG00000157483,601479,"Glomerulosclerosis, focal segmental, 6, 614131"
ENSG00000075891,167409,"Glomerulosclerosis, focal segmental, 7, 616002 | Papillorenal syndrome, 120330"
ENSG00000174842,601749,"Glomuvenous malformations, 138000"
ENSG00000170262,609196,"Glucocorticoid deficiency 2, 607398"
ENSG00000112992,607878,"Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency, 614736"
ENSG00000184470,606448,"Glucocorticoid deficiency 5, 617825"
ENSG00000185231,607397,"Glucocorticoid deficiency, due to ACTH unresponsiveness, 202200"
ENSG00000113580,138040,"Glucocorticoid resistance, 615962"
ENSG00000106415,614283,"Glucocorticoid therapy, response to, 614400"
ENSG00000100170,182380,"Glucose/galactose malabsorption, 606824"
ENSG00000160282,606806,"Glutamate formiminotransferase deficiency, 229100"
ENSG00000135821,138290,"Glutamine deficiency, congenital, 610015"
ENSG00000140374,608053,"Glutaric acidemia IIA, 231680"
ENSG00000105379,130410,"Glutaric acidemia IIB, 231680"
ENSG00000171503,231675,"Glutaric acidemia IIC, 231680"
ENSG00000175600,609187,"Glutaric aciduria III, 231690"
ENSG00000105607,608801,"Glutaricaciduria, type I, 231670"
ENSG00000100983,601002,"Glutathione synthetase deficiency, 266130 | Hemolytic anemia due to glutathione synthetase deficiency, 231900"
ENSG00000198814,300474,"Glycerol kinase deficiency, 307030"
ENSG00000165269,602974,"Glycerol quantitative trait locus, 614411"
ENSG00000196517,601019,"Glycine encephalopathy with normal serum glycine, 617301"
ENSG00000178445,238300,"Glycine encephalopathy, 605899"
ENSG00000145020,238310,"Glycine encephalopathy, 605899"
ENSG00000140905,238330,"Glycine encephalopathy, 605899"
ENSG00000124713,606628,"Glycine N-methyltransferase deficiency, 606664"
ENSG00000111713,138571,"Glycogen storage disease 0, liver, 240600"
ENSG00000104812,138570,"Glycogen storage disease 0, muscle, 611556"
ENSG00000131482,613742,"Glycogen storage disease Ia, 232200"
ENSG00000137700,602671,"Glycogen storage disease Ib, 232220 | Glycogen storage disease Ic, 232240"
ENSG00000171298,606800,"Glycogen storage disease II, 232300"
ENSG00000162688,610860,"Glycogen storage disease IIIa, 232400 | Glycogen storage disease IIIb, 232400"
ENSG00000114480,607839,"Glycogen storage disease IV, 232500 | Polyglucosan body disease, adult form, 263570"
ENSG00000100504,613741,"Glycogen storage disease VI, 232700"
ENSG00000152556,610681,"Glycogen storage disease VII, 232800"
ENSG00000164708,612931,"Glycogen storage disease X, 261670"
ENSG00000134333,150000,"Glycogen storage disease XI, 612933"
ENSG00000149925,103850,"Glycogen storage disease XII, 611881"
ENSG00000108515,131370,"Glycogen storage disease XIII, 612932"
ENSG00000163754,603942,"Glycogen storage disease XV, 613507 | Polyglucosan body myopathy 2, 616199"
ENSG00000044446,300798,"Glycogen storage disease, type IXa1, 306000 | Glycogen storage disease, type IXa2, 306000"
ENSG00000164171,192974,"Glycoprotein Ia deficiency, 614200"
ENSG00000197858,603048,"Glycosylphosphatidylinositol biosynthesis defect 15, 617810"
ENSG00000135845,601730,"Glycosylphosphatidylinositol biosynthesis defect 16, 617816"
ENSG00000143315,610273,"Glycosylphosphatidylinositol deficiency, 610293"
ENSG00000063854,138760,"Glyoxalase II deficiency, 614033"
ENSG00000170266,611458,"GM1-gangliosidosis, type I, 230500 | GM1-gangliosidosis, type II, 230600 | GM1-gangliosidosis, type III, 230650 | Mucopolysaccharidosis type IVB (Morquio), 253010"
ENSG00000196743,613109,"GM2-gangliosidosis, AB variant, 272750"
ENSG00000213614,606869,"GM2-gangliosidosis, several forms, 272800 | Tay-Sachs disease, 272800 | Hex A pseudodeficiency, 272800"
ENSG00000171714,608662,"Gnathodiaphyseal dysplasia, 166260 | Miyoshi muscular dystrophy 3, 613319 | Muscular dystrophy, limb-girdle, type 2L, 611307"
ENSG00000100697,606241,"Goiter, multinodular 1, with or without Sertoli-Leydig cell tumors, 138800 | Pleuropulmonary blastoma, 601200 | Rhabdomyosarcoma, embryonal, 2, 180295"
ENSG00000198954,609367,"Goldberg-Shprintzen megacolon syndrome, 609460"
ENSG00000166801,615292,"Gracile bone dysplasia, 602361 | Kenny-Caffey syndrome, type 2, 127000"
ENSG00000136634,124092,"Graft-versus-host disease, protection against, 614395 | HIV-1, susceptibility to, 609423 | Rheumatoid arthritis, progression of, 180300"
ENSG00000163374,607860,"Grange syndrome, 602531"
ENSG00000100365,601488,"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III, 613960"
ENSG00000160796,614169,"Gray platelet syndrome, 139090"
ENSG00000106571,165240,"Greig cephalopolysyndactyly syndrome, 175700 | Pallister-Hall syndrome, 146510 | Polydactyly, postaxial, types A1 and B, 174200 | Polydactyly, preaxial, type IV, 174700 | Hypothalamic hamartomas, somatic, 241800"
ENSG00000197535,160777,"Griscelli syndrome, type 1, 214450"
ENSG00000069974,603868,"Griscelli syndrome, type 2, 607624"
ENSG00000115648,606526,"Griscelli syndrome, type 3, 609227"
ENSG00000163666,601802,"Growth hormone deficiency with pituitary anomalies, 182230 | Pituitary hormone deficiency, combined, 5, 182230 | Septooptic dysplasia, 182230"
ENSG00000121853,601898,"Growth hormone deficiency, isolated partial, 615925"
ENSG00000259384,139250,"Growth hormone deficiency, isolated, type IA, 262400 | Growth hormone deficiency, isolated, type IB, 612781 | Growth hormone deficiency, isolated, type II, 173100 | Kowarski syndrome, 262650"
ENSG00000106128,139191,"Growth hormone deficiency, isolated, type IB, 612781"
ENSG00000173757,604260,"Growth hormone insensitivity with immunodeficiency, 245590 | Leukemia, acute promyelocytic, somatic, 102578"
ENSG00000112964,600946,"Growth hormone insensitivity, partial, 604271 | Increased responsiveness to growth hormone | Laron dwarfism, 262500 | Hypercholesterolemia, familial, modifier of, 143890"
ENSG00000167244,147470,"Growth restriction, severe, with distinctive facies, 616489"
ENSG00000017427,147440,"Growth retardation with deafness and mental retardation due to IGF1 deficiency, 608747"
ENSG00000140718,610966,"Growth retardation, developmental delay, facial dysmorphism, 612938 | Obesity, susceptibility to, BMIQ14, 612460"
ENSG00000196305,600709,"Growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy, 617093"
ENSG00000106031,142959,"Guttmacher syndrome, 176305 | Hand-foot-uterus syndrome, 140000"
ENSG00000065154,613349,"Gyrate atrophy of choroid and retina with or without ornithinemia, 258870"
ENSG00000106278,176891,"H. pylori infection, susceptibility to, 600263"
ENSG00000017260,604384,"Hailey-Hailey disease, 169600"
ENSG00000109861,602365,"Haim-Munk syndrome, 245010 | Papillon-Lefevre syndrome, 245000 | Periodontitis 1, juvenile, 170650"
ENSG00000176842,606195,"Hamamy syndrome, 611174"
ENSG00000197785,612316,"Harel-Yoon syndrome, 617183"
ENSG00000125779,606157,"HARP syndrome, 607236 | Neurodegeneration with brain iron accumulation 1, 234200"
ENSG00000174358,608893,"Hartnup disorder, 234500 | Hyperglycinuria, 138500 | Iminoglycinuria, digenic, 242600"
ENSG00000158104,609695,"Hawkinsinuria, 140350 | Tyrosinemia, type III, 276710"
ENSG00000165029,600046,"HDL deficiency, type 2, 604091 | Tangier disease, 205400 | Coronary artery disease in familial hypercholesterolemia, protection against, 143890"
ENSG00000105771,613176,"Heart and brain malformation syndrome, 616920"
ENSG00000127980,602136,"Heimler syndrome 1, 234580 | Peroxisome biogenesis disorder 1A (Zellweger), 214100 | Peroxisome biogenesis disorder 1B (NALD/IRD), 601539"
ENSG00000124587,601498,"Heimler syndrome 2, 616617 | Peroxisome biogenesis disorder 4A (Zellweger), 614862 | Peroxisome biogenesis disorder 4B, 614863"
ENSG00000134873,617579,"HELIX syndrome, 617671"
ENSG00000101126,611386,"Helsmoortel-van der Aa syndrome, 615873"
ENSG00000128052,191306,"Hemangioma, capillary infantile, somatic, 602089 | Hemangioma, capillary infantile, susceptibility to, 602089"
ENSG00000037280,136352,"Hemangioma, capillary infantile, somatic, 602089 | Lymphedema, hereditary, IA, 153100"
ENSG00000100292,141250,"Heme oxygenase-1 deficiency, 614034 | Pulmonary disease, chronic obstructive, susceptibility to, 606963"
ENSG00000010704,613609,"Hemochromatosis, 235200 | Transferrin serum level QTL2, 614193 | Alzheimer disease, susceptibility to, 104300 | Microvascular complications of diabetes 7, 612635 | Porphyria cutanea tarda, susceptibility to, 176100 | Porphyria variegata, susceptibility to, 176200"
ENSG00000168509,608374,"Hemochromatosis, type 2A, 602390"
ENSG00000105697,606464,"Hemochromatosis, type 2B, 613313"
ENSG00000106327,604720,"Hemochromatosis, type 3, 604250"
ENSG00000138449,604653,"Hemochromatosis, type 4, 606069"
ENSG00000167996,134770,"Hemochromatosis, type 5, 615517"
ENSG00000106992,103000,"Hemolytic anemia due to adenylate kinase deficiency, 612631"
ENSG00000001084,606857,"Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency, 230450 | Myocardial infarction, susceptibility to, 608446"
ENSG00000233276,138320,"Hemolytic anemia due to glutathione peroxidase deficiency, 614164"
ENSG00000104687,138300,Hemolytic anemia due to glutathione reductase deficiency
ENSG00000156515,142600,"Hemolytic anemia due to hexokinase deficiency, 235700 | Neuropathy, hereditary motor and sensory, Russe type, 605285 | Retinitis pigmentosa 79, 617460"
ENSG00000141959,171860,Hemolytic anemia due to phosphofructokinase deficiency
ENSG00000111669,190450,"Hemolytic anemia due to triosephosphate isomerase deficiency, 615512"
ENSG00000085063,107271,"Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy, 612300"
ENSG00000160211,305900,"Hemolytic anemia, G6PD deficient (favism), 300908 | Resistance to malaria due to G6PD deficiency, 611162"
ENSG00000105220,172400,"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency, 613470"
ENSG00000117335,120920,"Hemolytic uremic syndrome, atypical, susceptibility to, 2, 612922"
ENSG00000244414,134371,"Hemolytic uremic syndrome, atypical, susceptibility to, 235400 | Macular degeneration, age-related, reduced risk of, 603075"
ENSG00000116785,605336,"Hemolytic uremic syndrome, atypical, susceptibility to, 235400 | Macular degeneration, age-related, reduced risk of, 603075"
ENSG00000092929,608897,"Hemophagocytic lymphohistiocytosis, familial, 3, 608898"
ENSG00000135604,605014,"Hemophagocytic lymphohistiocytosis, familial, 4, 603552"
ENSG00000076944,601717,"Hemophagocytic lymphohistiocytosis, familial, 5, 613101"
ENSG00000185010,300841,"Hemophilia A, 306700"
ENSG00000101981,300746,"Hemophilia B, 306900 | Thrombophilia, X-linked, due to factor IX defect, 300807 | Deep venous thrombosis, protection against, 300807 | Warfarin sensitivity, 122700"
ENSG00000166086,606871,"Hemorrhagic destruction of the brain, subependymal calcification, and cataracts, 613730"
ENSG00000183287,612753,"Hennekam lymphangiectasia-lymphedema syndrome 1, 235510"
ENSG00000196159,612411,"Hennekam lymphangiectasia-lymphedema syndrome 2, 616006 | Van Maldergem syndrome 2, 615546"
ENSG00000166035,151670,"Hepatic lipase deficiency, 614025 | High density lipoprotein cholesterol level QTL 12, 612797 | Diabetes mellitus, noninsulin-dependent, 125853"
ENSG00000135899,604457,"Hepatic venoocclusive disease with immunodeficiency, 235550 | Mycobacterium tuberculosis, susceptibility to, 607948"
ENSG00000197110,607402,"Hepatitis C virus infection, response to therapy of, 609532"
ENSG00000197081,147280,"Hepatocellular carcinoma, somatic, 114550"
ENSG00000107521,604982,"Hermansky-Pudlak syndrome 1, 203300"
ENSG00000065000,607246,"Hermansky-Pudlak syndrome 10, 617050"
ENSG00000132842,603401,"Hermansky-Pudlak syndrome 2, 608233"
ENSG00000163755,606118,"Hermansky-Pudlak syndrome 3, 614072"
ENSG00000100099,606682,"Hermansky-Pudlak syndrome 4, 614073"
ENSG00000110756,607521,"Hermansky-Pudlak syndrome 5, 614074"
ENSG00000166189,607522,"Hermansky-Pudlak syndrome 6, 614075"
ENSG00000047579,607145,"Hermansky-Pudlak syndrome 7, 614076"
ENSG00000189114,609762,"Hermansky-Pudlak syndrome 8, 614077"
ENSG00000104164,604310,"Hermansky-pudlak syndrome 9, 614171"
ENSG00000127666,607601,"Herpes simplex encephalitic, susceptibility to, 6, 614850"
ENSG00000110057,608204,"Herpes simplex encephalitis, susceptibility to, 1, 610551"
ENSG00000136698,605194,"Heterotaxy, visceral, 2, autosomal, 605376"
ENSG00000114739,602730,"Heterotaxy, visceral, 4, autosomal, 613751"
ENSG00000156574,601265,"Heterotaxy, visceral, 5, 270100"
ENSG00000172361,614759,"Heterotaxy, visceral, 6, autosomal recessive, 614779"
ENSG00000154485,608416,"Heterotaxy, visceral, 7, autosomal, 616749"
ENSG00000158683,609721,"Heterotaxy, visceral, 8, autosomal, 617205"
ENSG00000112299,603570,High density lipoprotein cholesterol level QTL 8
ENSG00000100979,172425,High density lipoprotein cholesterol level QTL 9
ENSG00000073060,601040,"High density lipoprotein cholesterol level QTL6, 610762"
ENSG00000113889,612358,"High molecular weight kininogen deficiency, 228960 | Kininogen deficiency, 228960"
ENSG00000109775,611482,"Hip dysplasia, Beukes type, 142669"
ENSG00000117298,600423,"Hirschsprung disease, cardiac defects, and autonomic dysfunction, 613870 | Hypertension, essential, susceptibility to, 145500"
ENSG00000084110,609457,"Histidinemia, 235800"
ENSG00000118260,123810,"Histiocytoma, angiomatoid fibrous, somatic, 612160"
ENSG00000198246,612373,"Histiocytosis-lymphadenopathy plus syndrome, 602782"
ENSG00000277632,182283,"HIV infection, resistance to, 609423"
ENSG00000121807,601267,"HIV infection, susceptibility/resistance to"
ENSG00000271503,187011,"HIV-1 disease, delayed progression of | HIV-1 disease, rapid progression of"
ENSG00000204525,142840,"HIV-1 viremia, susceptibility to, 609423 | Psoriasis susceptibility 1, 177900"
ENSG00000276085,601395 609468,"HIV/AIDS, susceptibility to, 609423"
ENSG00000164342,603029,"HIV1 infection, resistance to, 609423 | Herpes simplex encephalitis, susceptibility to, 2 613002"
ENSG00000117305,613898,"HMG-CoA lyase deficiency, 246450"
ENSG00000134240,600234,"HMG-CoA synthase-2 deficiency, 605911"
ENSG00000185909,613169,"Hodgkin lymphoma, susceptibility to, 236000"
ENSG00000159267,609018,"Holocarboxylase synthetase deficiency, 253270"
ENSG00000064309,608707,"Holoprosencephaly 11, 614226"
ENSG00000138083,603714,"Holoprosencephaly 2, 157170 | Schizencephaly, 269160"
ENSG00000164690,600725,"Holoprosencephaly 3, 142945 | Microphthalmia with coloboma 5, 611638 | Schizencephaly, 269160 | Single median maxillary central incisor, 147250"
ENSG00000177426,602630,"Holoprosencephaly 4, 142946"
ENSG00000043355,603073,"Holoprosencephaly 5, 609637"
ENSG00000089225,601620,"Holt-Oram syndrome, 142900"
ENSG00000166741,600008,Homocysteine plasma level
ENSG00000177000,607093,"Homocystinuria due to MTHFR deficiency, 236250 | Neural tube defects, susceptibility to, 601634 | Schizophrenia, susceptibility to, 181500 | Thromboembolism, susceptibility to, 188050 | Vascular disease, susceptibility to"
ENSG00000124275,602568,"Homocystinuria-megaloblastic anemia, cbl E type, 236270 | Neural tube defects, folate-sensitive, susceptibility to, 601634"
ENSG00000116984,156570,"Homocystinuria-megaloblastic anemia, cblG complementation type, 250940 | Neural tube defects, folate-sensitive, susceptibility to, 601634"
ENSG00000160200,613381,"Homocystinuria, B6-responsive and nonresponsive types, 236200 | Thrombosis, hyperhomocysteinemic, 236200"
ENSG00000168288,611935,"Homocystinuria, cblD type, variant 1, 277410 | Methylmalonic aciduria and homocystinuria, cblD type, 277410 | Methylmalonic aciduria, cblD type, variant 2, 277410"
ENSG00000165704,308000,"HPRT-related gout, 300323 | Lesch-Nyhan syndrome, 300322"
ENSG00000072506,300256,"HSD10 mitochondrial disease, 300438"
ENSG00000154118,605268,"Huntington disease-like 2, 606438"
ENSG00000197386,613004,"Huntington disease, 143100 | Lopes-Maciel-Rodan syndrome, 617435"
